Symbol,Price~,"Exp Date",DTE,"Leg1 Strike",Type,Ask1,"Leg2 Strike",Type,Bid2,BE,BE%,"Max Profit","Max Loss","Max Profit%",Risk/Reward,"IV Rank","Profit Prob"
SOFI,25.5,2025-12-19,112,25.00,Call,4,28.00,Call,2.72,26.28,3.06%,1.72,1.28,+134.38%,"0.74 to 1",18.31%,46.6%
FUBO,3.59,2025-11-21,84,3.50,Call,0.6,4.00,Call,0.39,3.71,3.34%,0.29,0.21,+138.10%,"0.72 to 1",6.56%,46.6%
AAPL,232.5,2026-01-16,140,230.00,Call,16.85,240.00,Call,11.35,235.5,1.29%,4.5,5.5,+81.82%,"1.22 to 1",14.55%,46.6%
TSLA,334.18,2025-12-19,112,330.00,Call,41.75,360.00,Call,29.2,342.55,2.50%,17.45,12.55,+139.04%,"0.72 to 1",1.88%,46.5%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,185.00,Call,10.9,177.25,1.94%,7.75,7.25,+106.90%,"0.94 to 1",6.42%,46.5%
IREN,26.98,2025-12-19,112,25.00,Call,6.45,35.00,Call,3.2,28.25,4.71%,6.75,3.25,+207.69%,"0.48 to 1",28.34%,46.5%
NIO,6.32,2026-01-16,140,6.00,Call,1.37,8.00,Call,0.77,6.6,4.43%,1.4,0.6,+233.33%,"0.43 to 1",73.29%,46.5%
NEM,74.36,2026-01-16,140,72.50,Call,7.4,80.00,Call,4.15,75.75,1.87%,4.25,3.25,+130.77%,"0.76 to 1",11.12%,46.4%
NVDA,173.88,2025-11-21,84,165.00,Call,19.05,190.00,Call,7.15,176.9,1.74%,13.1,11.9,+110.08%,"0.91 to 1",6.42%,46.4%
TSLA,334.18,2026-01-16,140,320.00,Call,51.8,380.00,Call,27.9,343.9,2.91%,36.1,23.9,+151.05%,"0.66 to 1",1.88%,46.4%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,186.00,Call,12.35,177.7,2.20%,8.3,7.7,+107.79%,"0.93 to 1",6.42%,46.4%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,185.00,Call,12.75,177.7,2.20%,7.3,6.7,+108.96%,"0.92 to 1",6.42%,46.4%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,182.00,Call,12.15,177.35,2.00%,4.65,4.35,+106.90%,"0.94 to 1",6.42%,46.4%
PLTR,156.26,2025-12-19,112,150.00,Call,23.5,175.00,Call,12.7,160.8,2.91%,14.2,10.8,+131.48%,"0.76 to 1",14.30%,46.4%
AMD,162.96,2025-12-19,112,160.00,Call,18.7,175.00,Call,12,166.7,2.30%,8.3,6.7,+123.88%,"0.81 to 1",11.77%,46.4%
BABA,136.4,2026-01-16,140,135.00,Call,14.8,145.00,Call,10.35,139.45,2.24%,5.55,4.45,+124.72%,"0.80 to 1",24.24%,46.4%
IREN,26.98,2026-01-16,140,25.00,Call,7.05,35.00,Call,3.6,28.45,5.45%,6.55,3.45,+189.86%,"0.53 to 1",28.34%,46.3%
AAPL,232.5,2025-12-19,112,230.00,Call,15.1,240.00,Call,9.7,235.4,1.25%,4.6,5.4,+85.19%,"1.17 to 1",14.55%,46.3%
BAC,50.84,2026-01-16,140,48.00,Call,5.1,55.00,Call,1.52,51.58,1.46%,3.42,3.58,+95.53%,"1.05 to 1",6.56%,46.3%
NVDA,173.88,2025-12-19,112,166.00,Call,20.5,190.00,Call,9.05,177.45,2.05%,12.55,11.45,+109.61%,"0.91 to 1",6.42%,46.3%
BABA,136.4,2025-12-19,112,135.00,Call,13.4,145.00,Call,9.15,139.25,2.09%,5.75,4.25,+135.29%,"0.74 to 1",24.24%,46.3%
PANW,190.72,2026-01-16,140,180.00,Call,22.55,210.00,Call,8.35,194.2,1.82%,15.8,14.2,+111.27%,"0.90 to 1",4.43%,46.3%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,183.00,Call,13.55,177.85,2.28%,5.15,4.85,+106.19%,"0.94 to 1",6.42%,46.3%
IREN,26.98,2025-11-21,84,26.00,Call,5.25,32.00,Call,3.1,28.15,4.34%,3.85,2.15,+179.07%,"0.56 to 1",28.34%,46.3%
SOFI,25.5,2025-11-21,84,25.00,Call,3.55,28.00,Call,2.29,26.26,2.98%,1.74,1.26,+138.10%,"0.72 to 1",18.31%,46.2%
AAPL,232.5,2026-01-16,140,225.00,Call,19.95,245.00,Call,9.15,235.8,1.42%,9.2,10.8,+85.19%,"1.17 to 1",14.55%,46.2%
PLTR,156.26,2026-01-16,140,155.00,Call,23,170.00,Call,16.45,161.55,3.39%,8.45,6.55,+129.01%,"0.78 to 1",14.30%,46.2%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,188.00,Call,11.55,178,2.37%,10,9,+111.11%,"0.90 to 1",6.42%,46.1%
HOOD,103.11,2025-11-21,84,100.00,Call,14.75,115.00,Call,8.45,106.3,3.09%,8.7,6.3,+138.10%,"0.72 to 1",19.01%,46.1%
IREN,26.98,2026-01-16,140,25.00,Call,7.05,36.00,Call,3.5,28.55,5.82%,7.45,3.55,+209.86%,"0.48 to 1",28.34%,46.1%
NVDA,173.88,2025-11-21,84,170.00,Call,16.1,185.00,Call,8.9,177.2,1.91%,7.8,7.2,+108.33%,"0.92 to 1",6.42%,46.1%
TSLA,334.18,2025-11-21,84,330.00,Call,36.55,360.00,Call,24.05,342.5,2.49%,17.5,12.5,+140.00%,"0.71 to 1",1.88%,46.0%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,186.00,Call,12.35,178.1,2.43%,7.9,7.1,+111.27%,"0.90 to 1",6.42%,46.0%
APLD,15.9,2025-12-19,112,15.00,Call,3.65,20.00,Call,1.93,16.72,5.16%,3.28,1.72,+190.70%,"0.52 to 1",2.83%,46.0%
PLTR,156.26,2025-11-21,84,150.00,Call,21.25,175.00,Call,10.55,160.7,2.84%,14.3,10.7,+133.65%,"0.75 to 1",14.30%,46.0%
GOOGL,211.67,2025-11-21,84,210.00,Call,14.65,220.00,Call,9.75,214.9,1.53%,5.1,4.9,+104.08%,"0.96 to 1",24.06%,46.0%
MU,118.86,2025-11-21,84,115.00,Call,13.15,130.00,Call,6.55,121.6,2.31%,8.4,6.6,+127.27%,"0.79 to 1",34.35%,46.0%
AMD,162.96,2025-11-21,84,160.00,Call,16.65,175.00,Call,10,166.65,2.26%,8.35,6.65,+125.56%,"0.80 to 1",11.77%,46.0%
HPE,22.5,2025-11-21,84,22.00,Call,2.04,24.00,Call,1.1,22.94,1.96%,1.06,0.94,+112.77%,"0.89 to 1",34.93%,46.0%
AAPL,232.5,2025-11-21,84,230.00,Call,13.2,240.00,Call,7.9,235.3,1.20%,4.7,5.3,+88.68%,"1.13 to 1",14.55%,45.9%
BABA,136.4,2025-11-21,84,135.00,Call,11.8,145.00,Call,7.6,139.2,2.05%,5.8,4.2,+138.10%,"0.72 to 1",24.24%,45.9%
NVDA,173.88,2025-12-19,112,168.00,Call,19.25,189.00,Call,9.4,177.85,2.28%,11.15,9.85,+113.20%,"0.88 to 1",6.42%,45.9%
S,18.5,2025-12-19,112,18.00,Call,2.3,20.00,Call,1.3,19,2.70%,1,1,+100.00%,"1.00 to 1",12.30%,45.8%
ONDS,5.72,2026-01-16,140,5.50,Call,1.9,7.50,Call,1.2,6.2,8.39%,1.3,0.7,+185.71%,"0.54 to 1",3.95%,45.8%
RKLB,47.57,2025-12-19,112,47.00,Call,9.3,55.00,Call,6.35,49.95,5.00%,5.05,2.95,+171.19%,"0.58 to 1",14.82%,45.8%
AMZN,228.52,2026-01-16,140,225.00,Call,19.8,240.00,Call,12.05,232.75,1.85%,7.25,7.75,+93.55%,"1.07 to 1",1.48%,45.8%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,194.00,Call,9.5,178.4,2.60%,15.6,13.4,+116.42%,"0.86 to 1",6.42%,45.8%
BRK.B,505.58,2026-01-16,140,500.00,Call,28.8,520.00,Call,17.5,511.3,1.13%,8.7,11.3,+76.99%,"1.30 to 1",4.94%,45.7%
INTC,24.44,2026-01-16,140,24.00,Call,3.2,27.00,Call,2,25.2,3.11%,1.8,1.2,+150.00%,"0.67 to 1",7.21%,45.7%
TSLA,334.18,2025-11-21,84,325.00,Call,39.1,370.00,Call,20.9,343.2,2.70%,26.8,18.2,+147.25%,"0.68 to 1",1.88%,45.7%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,188.00,Call,11.55,178.5,2.66%,9.5,8.5,+111.77%,"0.89 to 1",6.42%,45.7%
TSLA,334.18,2026-01-16,140,330.00,Call,46.85,370.00,Call,30.9,345.95,3.52%,24.05,15.95,+150.78%,"0.66 to 1",1.88%,45.7%
UNH,305.05,2026-01-16,140,300.00,Call,30.35,330.00,Call,17.7,312.65,2.49%,17.35,12.65,+137.15%,"0.73 to 1",23.56%,45.7%
UBER,92.37,2026-01-16,140,90.00,Call,10.2,100.00,Call,5.55,94.65,2.47%,5.35,4.65,+115.05%,"0.87 to 1",8.97%,45.7%
SOFI,25.5,2026-01-16,140,25.00,Call,4.4,29.00,Call,2.8,26.6,4.31%,2.4,1.6,+150.00%,"0.67 to 1",18.31%,45.7%
ENB,48.51,2026-01-16,140,47.50,Call,2.7,50.00,Call,1.15,49.05,1.11%,0.95,1.55,+61.29%,"1.63 to 1",3.06%,45.6%
ABCL,4.16,2026-01-16,140,4.00,Call,1,5.00,Call,0.6,4.4,5.77%,0.6,0.4,+150.00%,"0.67 to 1",13.12%,45.6%
CELH,62.24,2026-01-16,140,60.00,Call,9.15,70.00,Call,4.75,64.4,3.47%,5.6,4.4,+127.27%,"0.79 to 1",10.06%,45.6%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,185.00,Call,10.9,178.15,2.46%,6.85,6.15,+111.38%,"0.90 to 1",6.42%,45.6%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,185.00,Call,12.75,178.65,2.74%,6.35,5.65,+112.39%,"0.89 to 1",6.42%,45.5%
B,26.69,2026-01-16,140,26.00,Call,2.6,29.00,Call,1.31,27.29,2.25%,1.71,1.29,+132.56%,"0.75 to 1",60.60%,45.5%
NVDA,173.88,2025-12-19,112,168.00,Call,19.25,190.00,Call,9.05,178.2,2.48%,11.8,10.2,+115.69%,"0.86 to 1",6.42%,45.5%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,190.00,Call,10.85,178.7,2.77%,11.3,9.7,+116.50%,"0.86 to 1",6.42%,45.5%
CELH,62.24,2025-11-21,84,60.00,Call,7.65,70.00,Call,3.55,64.1,2.99%,5.9,4.1,+143.90%,"0.69 to 1",10.06%,45.5%
RIVN,13.4,2025-11-21,84,13.00,Call,1.72,15.00,Call,0.9,13.82,3.13%,1.18,0.82,+143.90%,"0.69 to 1",5.06%,45.5%
AMZN,228.52,2025-12-19,112,225.00,Call,17.9,240.00,Call,10.25,232.65,1.81%,7.35,7.65,+96.08%,"1.04 to 1",1.48%,45.5%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,195.00,Call,9.15,178.75,2.80%,16.25,13.75,+118.18%,"0.85 to 1",6.42%,45.4%
GAP,22.1,2025-12-19,112,21.00,Call,2.87,25.00,Call,1.13,22.74,2.90%,2.26,1.74,+129.89%,"0.77 to 1",5.94%,45.4%
ONDS,5.72,2025-12-19,112,5.50,Call,1.75,7.50,Call,1.05,6.2,8.39%,1.3,0.7,+185.71%,"0.54 to 1",3.95%,45.4%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,189.00,Call,9.4,178.35,2.57%,10.65,9.35,+113.90%,"0.88 to 1",6.42%,45.4%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,188.00,Call,11.55,178.9,2.89%,9.1,7.9,+115.19%,"0.87 to 1",6.42%,45.3%
OXY,47.66,2026-01-16,140,47.50,Call,3.75,50.00,Call,2.54,48.71,2.20%,1.29,1.21,+106.61%,"0.94 to 1",14.83%,45.3%
HOOD,103.11,2026-01-16,140,100.00,Call,18.25,120.00,Call,10.2,108.05,4.79%,11.95,8.05,+148.45%,"0.67 to 1",19.01%,45.2%
PLTR,156.26,2025-12-19,112,150.00,Call,23.5,180.00,Call,11.2,162.3,3.87%,17.7,12.3,+143.90%,"0.69 to 1",14.30%,45.2%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,186.00,Call,12.35,179.05,2.97%,6.95,6.05,+114.88%,"0.87 to 1",6.42%,45.2%
GOOG,212.4,2026-01-16,140,210.00,Call,18.55,225.00,Call,11.35,217.2,2.26%,7.8,7.2,+108.33%,"0.92 to 1",23.15%,45.2%
AMD,162.96,2026-01-16,140,160.00,Call,20.55,180.00,Call,12.05,168.5,3.40%,11.5,8.5,+135.29%,"0.74 to 1",11.77%,45.1%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,185.00,Call,10.9,178.6,2.71%,6.4,5.6,+114.29%,"0.88 to 1",6.42%,45.1%
BRK.B,505.58,2026-01-16,140,490.00,Call,35.45,530.00,Call,13.3,512.15,1.30%,17.85,22.15,+80.59%,"1.24 to 1",4.94%,45.1%
OPAD,5.16,2026-01-16,140,5.00,Call,2.1,7.50,Call,1.25,5.85,13.37%,1.65,0.85,+194.12%,"0.52 to 1",40.14%,45.1%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,190.00,Call,10.85,179.2,3.06%,10.8,9.2,+117.39%,"0.85 to 1",6.42%,45.0%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,190.00,Call,9.05,178.7,2.77%,11.3,9.7,+116.50%,"0.86 to 1",6.42%,45.0%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,189.00,Call,9.4,178.75,2.80%,10.25,8.75,+117.14%,"0.85 to 1",6.42%,45.0%
INTC,24.44,2025-11-21,84,24.00,Call,2.59,27.00,Call,1.41,25.18,3.03%,1.82,1.18,+154.24%,"0.65 to 1",7.21%,44.8%
SOFI,25.5,2025-11-21,84,25.00,Call,3.55,29.00,Call,1.98,26.57,4.20%,2.43,1.57,+154.78%,"0.65 to 1",18.31%,44.8%
PLTR,156.26,2025-11-21,84,150.00,Call,21.25,180.00,Call,9.1,162.15,3.77%,17.85,12.15,+146.91%,"0.68 to 1",14.30%,44.8%
AMD,162.96,2025-12-19,112,160.00,Call,18.7,180.00,Call,10.3,168.4,3.34%,11.6,8.4,+138.10%,"0.72 to 1",11.77%,44.7%
FUBO,3.59,2026-01-16,140,3.50,Call,0.74,4.50,Call,0.41,3.83,6.69%,0.67,0.33,+203.03%,"0.49 to 1",6.56%,44.7%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,190.00,Call,10.85,179.6,3.29%,10.4,8.6,+120.93%,"0.83 to 1",6.42%,44.7%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,190.00,Call,9.05,179.1,3.00%,10.9,9.1,+119.78%,"0.83 to 1",6.42%,44.6%
TSLA,334.18,2026-01-16,140,330.00,Call,46.85,380.00,Call,27.9,348.95,4.42%,31.05,18.95,+163.85%,"0.61 to 1",1.88%,44.6%
SOFI,25.5,2026-01-16,140,25.00,Call,4.4,30.00,Call,2.52,26.88,5.41%,3.12,1.88,+165.96%,"0.60 to 1",18.31%,44.6%
TSLA,334.18,2025-11-21,84,330.00,Call,36.55,370.00,Call,20.9,345.65,3.43%,24.35,15.65,+155.59%,"0.64 to 1",1.88%,44.6%
BABA,136.4,2026-01-16,140,135.00,Call,14.8,150.00,Call,8.75,141.05,3.41%,8.95,6.05,+147.93%,"0.68 to 1",24.24%,44.5%
BP,35.21,2026-01-16,140,35.00,Call,2.3,37.00,Call,1.35,35.95,2.10%,1.05,0.95,+110.53%,"0.90 to 1",19.09%,44.5%
TSLA,334.18,2025-11-21,84,325.00,Call,39.1,380.00,Call,18.15,345.95,3.52%,34.05,20.95,+162.53%,"0.62 to 1",1.88%,44.4%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,188.00,Call,11.55,179.85,3.43%,8.15,6.85,+118.98%,"0.84 to 1",6.42%,44.4%
BABA,136.4,2025-12-19,112,135.00,Call,13.4,150.00,Call,7.65,140.75,3.19%,9.25,5.75,+160.87%,"0.62 to 1",24.24%,44.4%
OXY,47.66,2025-11-21,84,47.50,Call,2.96,50.00,Call,1.82,48.64,2.06%,1.36,1.14,+119.30%,"0.84 to 1",14.83%,44.4%
HOOD,103.11,2025-11-21,84,100.00,Call,14.75,120.00,Call,6.95,107.8,4.55%,12.2,7.8,+156.41%,"0.64 to 1",19.01%,44.3%
BIDU,95.95,2025-12-19,112,95.00,Call,9.5,105.00,Call,5.55,98.95,3.13%,6.05,3.95,+153.17%,"0.65 to 1",22.85%,44.3%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,194.00,Call,9.5,180.05,3.55%,13.95,11.05,+126.24%,"0.79 to 1",6.42%,44.3%
AMD,162.96,2025-11-21,84,160.00,Call,16.65,180.00,Call,8.4,168.25,3.25%,11.75,8.25,+142.42%,"0.70 to 1",11.77%,44.2%
CDE,12.99,2025-12-19,112,12.50,Call,1.95,15.00,Call,0.85,13.6,4.70%,1.4,1.1,+127.27%,"0.79 to 1",0.87%,44.2%
CELH,62.24,2026-01-16,140,61.67,Call,8.2,70.00,Call,4.75,65.12,4.63%,4.88,3.45,+141.45%,"0.71 to 1",10.06%,44.2%
INTC,24.44,2026-01-16,140,24.00,Call,3.2,28.00,Call,1.71,25.49,4.30%,2.51,1.49,+168.46%,"0.59 to 1",7.21%,44.1%
AAPL,232.5,2026-01-16,140,225.00,Call,19.95,250.00,Call,7.25,237.7,2.24%,12.3,12.7,+96.85%,"1.03 to 1",14.55%,44.1%
AAPL,232.5,2026-01-16,140,230.00,Call,16.85,245.00,Call,9.15,237.7,2.24%,7.3,7.7,+94.81%,"1.05 to 1",14.55%,44.1%
NVDA,173.88,2025-11-21,84,170.00,Call,16.1,190.00,Call,7.15,178.95,2.92%,11.05,8.95,+123.46%,"0.81 to 1",6.42%,44.1%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,189.00,Call,9.4,179.65,3.32%,9.35,7.65,+122.22%,"0.82 to 1",6.42%,44.1%
SOFI,25.5,2025-12-19,112,25.00,Call,4,30.00,Call,2.12,26.88,5.41%,3.12,1.88,+165.96%,"0.60 to 1",18.31%,44.0%
TSLA,334.18,2025-12-19,112,330.00,Call,41.75,380.00,Call,22.95,348.8,4.37%,31.2,18.8,+165.96%,"0.60 to 1",1.88%,44.0%
UNH,305.05,2026-01-16,140,300.00,Call,30.35,340.00,Call,14.6,315.75,3.51%,24.25,15.75,+153.97%,"0.65 to 1",23.56%,43.9%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,195.00,Call,9.15,180.4,3.75%,14.6,11.4,+128.07%,"0.78 to 1",6.42%,43.9%
PLTR,156.26,2025-11-21,84,155.00,Call,18.65,175.00,Call,10.55,163.1,4.38%,11.9,8.1,+146.91%,"0.68 to 1",14.30%,43.9%
BABA,136.4,2025-11-21,84,135.00,Call,11.8,150.00,Call,6.15,140.65,3.12%,9.35,5.65,+165.49%,"0.60 to 1",24.24%,43.8%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,194.00,Call,9.5,180.55,3.84%,13.45,10.55,+127.49%,"0.78 to 1",6.42%,43.8%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,190.00,Call,10.85,180.55,3.84%,9.45,7.55,+125.17%,"0.80 to 1",6.42%,43.8%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,190.00,Call,9.05,180,3.52%,10,8,+125.00%,"0.80 to 1",6.42%,43.7%
GOOGL,211.67,2025-11-21,84,210.00,Call,14.65,225.00,Call,7.85,216.8,2.42%,8.2,6.8,+120.59%,"0.83 to 1",24.06%,43.7%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,189.00,Call,9.4,180.1,3.58%,8.9,7.1,+125.35%,"0.80 to 1",6.42%,43.6%
SOFI,25.5,2026-01-16,140,25.00,Call,4.4,31.00,Call,2.24,27.16,6.51%,3.84,2.16,+177.78%,"0.56 to 1",18.31%,43.5%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,195.00,Call,9.15,180.9,4.04%,14.1,10.9,+129.36%,"0.77 to 1",6.42%,43.5%
SOFI,25.5,2025-11-21,84,25.00,Call,3.55,30.00,Call,1.71,26.84,5.25%,3.16,1.84,+171.74%,"0.58 to 1",18.31%,43.5%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,194.00,Call,9.5,180.95,4.07%,13.05,9.95,+131.16%,"0.76 to 1",6.42%,43.4%
AMD,162.96,2025-12-19,112,160.00,Call,18.7,185.00,Call,8.8,169.9,4.26%,15.1,9.9,+152.53%,"0.66 to 1",11.77%,43.3%
TSLA,334.18,2025-11-21,84,330.00,Call,36.55,380.00,Call,18.15,348.4,4.26%,31.6,18.4,+171.74%,"0.58 to 1",1.88%,43.3%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,190.00,Call,9.05,180.45,3.78%,9.55,7.45,+128.19%,"0.78 to 1",6.42%,43.3%
CRON,2.61,2026-01-16,140,2.50,Call,0.55,3.00,Call,0.25,2.8,7.28%,0.2,0.3,+66.67%,"1.50 to 1",37.11%,43.2%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,195.00,Call,9.15,181.3,4.27%,13.7,10.3,+133.01%,"0.75 to 1",6.42%,43.1%
AAPL,232.5,2025-11-21,84,230.00,Call,13.2,245.00,Call,5.9,237.3,2.06%,7.7,7.3,+105.48%,"0.95 to 1",14.55%,43.1%
GOOGL,211.67,2026-01-16,140,210.00,Call,18.15,230.00,Call,9.3,218.85,3.39%,11.15,8.85,+125.99%,"0.79 to 1",24.06%,42.8%
PLTR,156.26,2025-11-21,84,155.00,Call,18.65,180.00,Call,9.1,164.55,5.31%,15.45,9.55,+161.78%,"0.62 to 1",14.30%,42.7%
BRK.B,505.58,2026-01-16,140,500.00,Call,28.8,530.00,Call,13.3,515.5,1.96%,14.5,15.5,+93.55%,"1.07 to 1",4.94%,42.7%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,194.00,Call,9.5,181.9,4.61%,12.1,8.9,+135.96%,"0.74 to 1",6.42%,42.6%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,195.00,Call,9.15,182.25,4.81%,12.75,9.25,+137.84%,"0.73 to 1",6.42%,42.3%
AMZN,228.52,2026-01-16,140,225.00,Call,19.8,250.00,Call,8.3,236.5,3.49%,13.5,11.5,+117.39%,"0.85 to 1",1.48%,42.2%
AAPL,232.5,2026-01-16,140,230.00,Call,16.85,250.00,Call,7.25,239.6,3.05%,10.4,9.6,+108.33%,"0.92 to 1",14.55%,42.0%
"Downloaded from Barchart.com as of 08-29-2025 12:59pm CDT"
